#req	time (sec)	avg. time (sec)	mapping
238	1.071	3.375	OK
239	0.044	2.494	ERR
240	2.050	2.622	OK
241	0.365	2.567	ERR
242	3.478	2.468	OK
243	0.563	1.829	ERR
244	1.978	2.018	ERR
245	7.737	2.641	OK
246	7.436	3.322	OK
247	0.123	2.485	ERR
248	0.948	2.472	ERR
249	0.724	2.540	OK
250	0.042	2.339	ERR
251	2.916	2.595	OK
252	2.098	2.457	OK
253	0.356	2.436	ERR
254	0.078	2.246	ERR
255	1.948	1.667	OK
256	2.691	1.192	OK
257	8.453	2.025	OK
258	1.574	2.088	OK
259	2.265	2.242	OK
260	4.433	2.681	OK
261	9.164	3.306	OK
262	0.076	3.104	ERR
263	0.017	3.070	ERR
264	0.735	3.136	OK
265	9.239	3.865	OK
266	1.657	3.761	OK
267	0.117	2.928	ERR
268	3.501	3.121	OK
269	1.391	3.033	OK
270	1.368	2.727	OK
271	0.516	1.862	ERR
272	7.757	2.630	OK
273	1.438	2.772	OK
274	0.095	2.708	ERR
275	1.151	1.899	OK
276	0.133	1.747	ERR
277	7.108	2.446	OK
278	0.184	2.114	ERR
279	1.085	2.084	ERR
280	4.210	2.368	OK
281	8.171	3.133	OK
282	6.371	2.995	OK
283	3.070	3.158	OK
284	0.162	3.165	ERR
285	0.157	3.065	ERR
286	0.361	3.088	OK
287	0.352	2.412	ERR
288	11.085	3.502	OK
289	0.149	3.409	ERR
290	1.232	3.111	OK
291	0.192	2.313	ERR
292	12.747	2.951	OK
293	5.032	3.147	OK
294	10.414	4.172	OK
295	7.573	4.914	OK
296	6.214	5.499	OK
297	0.099	5.474	ERR
298	0.122	4.378	ERR
299	0.480	4.411	ERR
300	5.489	4.836	OK
301	8.581	5.675	OK
302	0.204	4.421	ERR
303	0.056	3.923	ERR
304	0.930	2.975	OK
305	2.230	2.441	OK
306	0.213	1.840	ERR
307	0.544	1.885	ERR
308	2.300	2.103	OK
309	0.315	2.086	ERR
310	11.547	2.692	OK
311	4.127	2.247	OK
312	0.372	2.263	ERR
313	0.459	2.304	ERR
314	0.232	2.234	ERR
315	2.193	2.230	OK
316	0.625	2.271	ERR
317	6.555	2.872	OK
318	0.194	2.662	ERR
319	2.706	2.901	OK
320	0.009	1.747	ERR
321	0.105	1.345	ERR
322	9.270	2.235	OK
323	0.565	2.245	ERR
324	0.110	2.233	ERR
325	0.095	2.024	ERR
326	4.246	2.386	OK
327	9.765	2.707	OK
328	4.963	3.184	OK
329	5.878	3.501	OK
330	2.832	3.783	OK
331	3.805	4.153	OK
332	10.381	4.264	OK
333	13.936	5.601	OK
334	0.074	5.598	ERR
335	0.182	5.606	ERR
336	9.948	6.177	OK
337	3.920	5.592	OK
338	0.123	5.108	ERR
339	2.531	4.773	OK
340	3.609	4.851	OK
341	0.519	4.522	OK
342	0.159	3.500	ERR
343	0.425	2.149	OK
344	1.798	2.321	ERR
345	4.299	2.733	OK
346	0.021	1.740	ERR
347	0.037	1.352	ERR
348	0.606	1.400	ERR
349	1.555	1.303	OK
350	8.657	1.807	OK
351	0.175	1.773	ERR
352	3.404	2.098	OK
353	1.612	2.216	OK
354	0.315	2.068	OK
355	1.455	1.784	OK
356	5.288	2.310	OK
357	0.161	2.323	ERR
358	0.147	2.277	ERR
359	0.161	2.137	ERR
360	8.801	2.152	OK
361	0.158	2.150	ERR
362	8.423	2.652	OK
363	0.262	2.517	ERR
364	0.504	2.536	ERR
365	0.122	2.403	ERR
366	10.528	2.927	OK
367	0.104	2.921	ERR
368	0.191	2.925	ERR
369	2.443	3.154	OK
370	0.073	2.281	ERR
371	7.640	3.029	OK
372	0.916	2.278	ERR
373	0.287	2.281	ERR
374	2.579	2.488	OK
375	8.560	3.332	OK
376	0.050	2.284	ERR
377	6.405	2.914	OK
378	0.119	2.907	ERR
379	0.589	2.722	ERR
380	0.292	2.744	ERR
381	2.775	2.257	OK
382	0.024	2.168	ERR
383	0.198	2.159	ERR
384	1.128	2.014	OK
385	2.919	1.450	OK
386	2.164	1.661	OK
387	7.760	1.797	OK
388	2.520	2.037	OK
389	0.044	1.982	ERR
390	14.356	3.389	OK
391	2.213	3.333	OK
392	0.014	3.332	ERR
393	1.142	3.426	ERR
394	0.496	3.363	ERR
395	8.368	3.908	OK
396	0.135	3.705	ERR
397	0.094	2.938	ERR
398	4.865	3.173	OK
399	0.374	3.206	ERR

---- Final results ----
400 NS requests
154 failed requests
246 success requests
24 improved requests
1193.405 ellapsed time
