#req	time (sec)	avg. time (sec)	mapping
300	1.828	0.825	OK
301	3.394	1.162	OK
302	2.315	1.392	OK
303	0.022	1.224	ERR
304	1.226	1.345	OK
305	0.015	1.345	ERR
306	1.912	1.325	OK
307	1.737	1.496	OK
308	0.236	1.518	OK
309	0.705	1.339	ERR
310	0.025	1.159	ERR
311	0.022	0.822	ERR
312	0.021	0.592	ERR
313	2.660	0.856	OK
314	0.015	0.735	ERR
315	0.010	0.734	ERR
MEJORA: 103 better than: 102
MEJORA: 102 better than: 69
316	3.885	0.932	OK
317	3.105	1.068	OK
318	0.025	1.047	ERR
319	0.010	0.978	ERR
320	0.016	0.977	ERR
321	0.020	0.977	ERR
322	0.019	0.976	ERR
323	0.032	0.714	ERR
324	0.010	0.713	ERR
325	1.085	0.821	OK
326	0.016	0.434	ERR
327	0.032	0.126	ERR
MEJORA: 30 better than: 24
328	4.447	0.569	OK
329	0.021	0.570	ERR
330	0.022	0.570	ERR
331	0.025	0.571	ERR
332	0.016	0.571	ERR
333	0.032	0.571	ERR
334	0.581	0.628	OK
335	0.016	0.521	ERR
336	0.026	0.522	ERR
MEJORA: 48 better than: 45
337	3.854	0.904	OK
338	0.019	0.461	ERR
339	0.017	0.461	ERR
340	4.058	0.864	OK
MEJORA: 99 better than: 77
MEJORA: 77 better than: 56
MEJORA: 56 better than: 49
341	5.958	1.458	OK
342	6.439	2.100	OK
MEJORA: 56 better than: 48
343	2.129	2.310	OK
344	0.033	2.255	ERR
MEJORA: 60 better than: 52
345	2.404	2.494	OK
346	0.033	2.494	ERR
347	1.056	2.215	OK
348	0.010	2.214	ERR
349	0.016	2.214	ERR
350	0.020	1.810	ERR
351	0.021	1.216	ERR
352	2.082	0.780	OK
353	1.480	0.716	OK
354	0.023	0.715	ERR
355	0.025	0.477	ERR
356	0.022	0.476	ERR
357	0.145	0.385	ERR
358	2.586	0.642	OK
359	0.017	0.642	ERR
360	0.020	0.642	ERR
361	3.881	1.028	OK
362	5.228	1.343	OK
363	3.646	1.559	OK
MEJORA: 30 better than: 26
364	2.114	1.769	OK
365	6.196	2.386	OK
366	0.016	2.385	ERR
367	0.018	2.372	ERR
368	0.010	2.115	ERR
369	0.016	2.115	ERR
370	1.098	2.222	OK
371	3.704	2.205	OK
372	0.019	1.684	ERR
373	0.021	1.321	ERR
374	0.016	1.112	ERR
375	0.022	0.494	ERR
376	1.527	0.645	OK
377	0.026	0.646	ERR
MEJORA: 100 better than: 90
378	2.271	0.872	OK
379	0.024	0.873	ERR
380	0.020	0.765	ERR
381	0.019	0.397	ERR
382	0.433	0.438	ERR
383	0.026	0.438	ERR
384	4.278	0.865	OK
385	0.020	0.864	ERR
MEJORA: 113 better than: 105
MEJORA: 105 better than: 99
MEJORA: 99 better than: 70
386	3.835	1.095	OK
387	0.032	1.096	ERR
388	0.016	0.870	ERR
389	0.713	0.939	ERR
MEJORA: 12 better than: 10
390	0.929	1.030	OK
391	0.033	1.031	ERR
392	0.328	1.021	ERR
393	0.437	1.062	ERR
394	0.022	0.636	ERR
395	0.016	0.636	ERR
396	0.018	0.254	ERR
397	0.019	0.253	ERR
398	5.400	0.791	OK
399	0.020	0.722	ERR

---- Final results ----
400 NS requests
242 failed requests
158 success requests
33 improved requests
429.660 ellapsed time
