#req	time (sec)	avg. time (sec)	mapping
244	2.878	1.329	OK
245	0.947	1.328	OK
246	0.985	1.329	OK
247	0.900	1.326	OK
248	0.965	1.324	OK
249	2.806	1.507	OK
250	0.923	1.319	OK
251	2.791	1.508	OK
252	4.678	1.879	OK
253	1.066	1.894	OK
254	1.100	1.716	OK
255	2.831	1.905	OK
256	0.946	1.901	OK
257	2.818	2.093	OK
258	0.993	2.095	OK
259	1.017	1.916	OK
260	0.910	1.915	OK
261	1.016	1.738	OK
262	0.969	1.367	OK
263	0.971	1.357	OK
264	2.805	1.528	OK
265	0.970	1.342	OK
266	0.931	1.340	OK
267	0.943	1.152	OK
268	0.901	1.143	OK
269	0.899	1.131	OK
270	0.965	1.137	OK
271	0.926	1.128	OK
272	1.133	1.144	OK
273	0.919	1.139	OK
274	2.879	1.147	OK
275	2.827	1.332	OK
276	1.011	1.340	OK
277	2.632	1.509	OK
278	1.033	1.523	OK
279	0.951	1.528	OK
280	4.983	1.930	OK
281	0.897	1.927	OK
282	0.993	1.913	OK
283	0.946	1.915	OK
284	1.027	1.730	OK
285	3.143	1.762	OK
286	0.941	1.755	OK
287	1.017	1.593	OK
288	0.955	1.585	OK
289	1.144	1.605	OK
290	1.177	1.224	OK
291	0.908	1.225	OK
292	0.961	1.222	OK
293	0.925	1.220	OK
294	0.944	1.212	OK
295	1.175	1.015	OK
296	1.182	1.039	OK
297	3.533	1.290	OK
298	0.915	1.286	OK
299	2.802	1.452	OK
300	3.185	1.653	OK
301	0.977	1.660	OK
302	0.963	1.660	OK
303	0.898	1.657	OK
304	0.992	1.662	OK
305	0.965	1.641	OK
306	0.940	1.617	OK
307	1.027	1.366	OK
308	1.130	1.388	OK
309	0.913	1.199	OK
310	0.927	0.973	OK
311	2.251	1.101	OK
312	1.152	1.119	OK
313	1.149	1.144	OK
314	0.955	1.141	OK
315	0.985	1.143	OK
316	2.821	1.331	OK
317	0.976	1.326	OK
318	0.922	1.305	OK
319	1.220	1.336	OK
320	0.952	1.338	OK
321	0.993	1.212	OK
322	1.062	1.204	OK
323	0.918	1.180	OK
324	0.966	1.182	OK
325	1.056	1.189	OK
326	2.842	1.191	OK
327	0.968	1.190	OK
328	0.924	1.190	OK
329	0.942	1.162	OK
330	2.853	1.352	OK
331	0.928	1.346	OK
332	0.949	1.335	OK
333	0.953	1.338	OK
334	2.823	1.524	OK
335	0.965	1.515	OK
336	0.925	1.323	OK
337	0.943	1.321	OK
338	0.933	1.321	OK
339	1.035	1.331	OK
340	0.973	1.143	OK
341	1.216	1.172	OK
342	0.911	1.168	OK
343	2.885	1.361	OK
344	4.685	1.547	OK
345	1.137	1.564	OK
346	0.973	1.569	OK
347	1.056	1.580	OK
348	1.029	1.590	OK
349	1.174	1.604	OK
350	0.925	1.599	OK
351	0.930	1.571	OK
352	1.146	1.594	OK
353	0.921	1.398	OK
354	3.051	1.234	OK
355	0.923	1.213	OK
356	2.811	1.397	OK
357	0.965	1.387	OK
358	2.405	1.525	OK
359	0.909	1.499	OK
360	1.085	1.514	OK
361	1.510	1.572	OK
362	0.967	1.555	OK
363	1.171	1.580	OK
364	0.931	1.368	OK
365	0.993	1.375	OK
366	0.951	1.189	OK
367	0.906	1.183	OK
368	0.953	1.038	OK
369	1.684	1.115	OK
370	3.007	1.307	OK
371	1.580	1.314	OK
372	0.960	1.314	OK
373	1.670	1.364	OK
374	2.815	1.552	OK
375	0.996	1.552	OK
376	0.968	1.554	OK
377	1.650	1.628	OK
378	1.049	1.638	OK
